p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
26260-00039,하늘공원,어린이공원,nan,부산광역시 동래구 온천동 1853-28,35.211947,129.0704191092,부산광역시 동래구청,051-550-4511,부산광역시 동래구
26260-00040,꿈나무공원,어린이공원,nan,부산광역시 동래구 온천동 1853-13,35.2099017363,129.0692531604,부산광역시 동래구청,051-550-4511,부산광역시 동래구
26260-00041,숲향기공원,어린이공원,nan,부산광역시 동래구 온천동 1853-9,35.2102192444,129.0662569197,부산광역시 동래구청,051-550-4511,부산광역시 동래구
26260-00042,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 41-4,부산광역시 동래구 명장동 150-10,35.20180676,129.108544,부산광역시 동래구청,051-550-4511,부산광역시 동래구
26260-00043,어린이공원(안락1주택재건축),어린이공원,부산광역시 동래구 명장로106번길 3-4,부산광역시 동래구 명장동 152-15,35.20169813,129.1106403,부산광역시 동래구청,051-550-4511,부산광역시 동래구
47920-00001,내성공원,근린공원,경상북도 봉화군 봉화읍 거촌로 28-11,경상북도 봉화군 봉화읍 내성리 산 16-1,36.89116568,128.7438007,경상북도 봉화군청,054-679-6432,경상북도 봉화군
11500-00047,박장,어린이공원,nan,서울특별시 강서구 화곡동 56-25,37.540768,126.849087,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00048,참새,어린이공원,nan,서울특별시 강서구 화곡동 56-638,37.539725,126.847003,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00049,한글,어린이공원,nan,서울특별시 강서구 화곡동 56-3,37.538536,126.850451,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00050,효심,어린이공원,nan,서울특별시 강서구 화곡동 922-10,37.529495,126.840632,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00051,버들,어린이공원,nan,서울특별시 강서구 화곡동 424-45,37.531101,126.841222,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00052,필마,어린이공원,nan,서울특별시 강서구 화곡동 355-12,37.531491,126.83882,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00053,다운,어린이공원,nan,서울특별시 강서구 화곡동 346-26,37.532101,126.844653,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00054,호돌이,어린이공원,nan,서울특별시 강서구 화곡동 906-26,37.528191,126.846009,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00055,곰돌이,어린이공원,nan,서울특별시 강서구 화곡동 900-46,37.529614,126.845017,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00056,골말,어린이공원,nan,서울특별시 강서구 화곡동 865-1,37.533313,126.85605,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00057,뜸부기,어린이공원,nan,서울특별시 강서구 화곡동 845-19,37.530115,126.856902,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00058,하마터,어린이공원,nan,서울특별시 강서구 화곡동 883-3,37.530115,126.853739,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00059,바탕골,어린이공원,nan,서울특별시 강서구 화곡동 1016-34,37.5447,126.834711,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00060,미리내,어린이공원,nan,서울특별시 강서구 화곡동 1008-32,37.547649,126.834751,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00061,수명산,어린이공원,nan,서울특별시 강서구 화곡동 1044-31,37.540958,126.834336,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00062,대원,어린이공원,nan,서울특별시 강서구 화곡동 1022,37.544928,126.835911,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00063,천사,어린이공원,nan,서울특별시 강서구 화곡동 1139-1,37.54683,126.833001,서울특별시 강서구청,02-2600-4112,서울특별시 강서구
11500-00064,두레,어린이공원,nan,서울특별시 강서구 화곡동 792-9,37.531104,126.859414,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00065,달빛,어린이공원,nan,서울특별시 강서구 화곡동783-1,37.531248,126.862932,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00066,무지개,어린이공원,nan,서울특별시 강서구 화곡동806-10,37.533937,126.861301,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
11500-00067,능골,어린이공원,nan,서울특별시 강서구 화곡동468-1,37.536752,126.855316,서울특별시 강서구청,02-2600-4202,서울특별시 강서구
41220-00262,하북2리 마을쉼터,기타,nan,경기도 평택시 진위면 하북리 187-12,37.104372,127.058457,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00263,하북3리 마을쉼터,기타,nan,경기도 평택시 진위면 하북리 350-11,37.099001,127.049593,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00264,회화리 마을쉼터,기타,nan,경기도 평택시 서탄면 회화리 133,37.09506,127.022973,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00266,부락산 문화공원(동부 130호),문화공원,nan,경기도 평택시 지산동 519-4,37.0714,127.075284,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00468,문화공원 1호(황해경제구역 현덕지구),문화공원,nan,경기도 평택시 현덕면 장수리 300-9,36.936623,126.905903,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00267,고덕문화마을1 소공원,소공원,nan,경기도 평택시 고덕면 해창리 1141-1,37.040265,127.014809,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00268,금암2리 소공원,소공원,nan,경기도 평택시 서탄면 금암리 469-8,37.110578,127.036043,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00269,동부19호 소공원,소공원,nan,경기도 평택시 도일동 525,37.053,127.106322,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00270,상서재1호 소공원(동삭2지구),소공원,nan,경기도 평택시 칠원동 334-4,37.019276,127.106952,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00271,상서재2호 소공원(동삭2지구),소공원,nan,경기도 평택시 칠원동 337-1,37.019323,127.106823,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00272,서정동 소공원(서정연립재건축),소공원,경기도 평택시 서정북로 100 (서정동 주공외인연립),경기도 평택시 서정동 780,37.069739,127.061914,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00273,성두 소공원(고덕일반산업단지 소공원1),소공원,nan,경기도 평택시 고덕면 여염리 1665공,37.034796,127.043204,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00274,소공원 1호 (송원 현대재건축),소공원,경기도 평택시 탄현로368번길 48 (독곡동 현대연립),경기도 평택시 독곡동 산69-3,37.084785,127.060812,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00275,수촌1 소공원(수촌지구),소공원,nan,경기도 평택시 칠원동 440-3,37.021725,127.105338,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00276,신장지구 소공원,소공원,nan,경기도 평택시 신장동 170-3,37.085809,127.054661,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00277,용우물 소공원(고덕일반산업단지 소공원3),소공원,nan,경기도 평택시 고덕면 여염리 1652공,37.038943,127.050892,경기도 평택시청,031-8024-4248,경기도 평택시
41370-00014,궐동어린이2공원,어린이공원,nan,경기도 오산시 궐동 585-1,37.1598793128,127.063639,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
11530-00026,개웅,어린이공원,nan,서울특별시 구로구 개봉동 340-8,37.489928,126.852866,서울특별시 구로구청,02-860-3090,서울특별시 구로구
11530-00027,소막골,어린이공원,nan,서울특별시 구로구 개봉동 271-17,37.48853123,126.852386,서울특별시 구로구청,02-860-3090,서울특별시 구로구
11530-00028,절골,어린이공원,nan,서울특별시 구로구 개봉동 312-25,37.482821,126.851652,서울특별시 구로구청,02-860-3090,서울특별시 구로구
11530-00029,가린열,어린이공원,nan,서울특별시 구로구 개봉동 458-4,37.500611,126.8542042,서울특별시 구로구청,02-860-3090,서울특별시 구로구
11530-00030,오금,어린이공원,nan,서울특별시 구로구 고척동 57-22,37.505038,126.866221,서울특별시 구로구청,02-860-3090,서울특별시 구로구
11530-00031,능골,어린이공원,nan,서울특별시 구로구 고척동 220-3,37.506852,126.854254,서울특별시 구로구청,02-860-3090,서울특별시 구로구
43720-00001,이평공원,근린공원,nan,충청북도 보은군 보은읍 이평리 141-7,36.48331432,127.7272229,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43720-00003,장신공원,근린공원,nan,충청북도 보은군 보은읍 장신리 68-1,36.48401895,127.7106261,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43720-00004,삼산공원,어린이공원,nan,충청북도 보은군 보은읍 삼산리 156-3,36.48482199,127.7176528,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43720-00006,뱃들공원,문화공원,nan,충청북도 보은군 보은읍 이평리 125,36.48694626,127.7241379,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43720-00007,교사공원,체육공원,nan,충청북도 보은군 보은읍 교사리 387,36.48941319,127.7143815,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43720-00008,향교공원,근린공원,nan,충청북도 보은군 보은읍 교사리 273,36.49397591,127.7150614,충청북도 보은군청 산업경제국 산림녹지과 공원녹지팀,043-540-3214,충청북도 보은군
43800-00001,도전 제1,어린이공원,충청북도 단양군 단양읍 도전3로 15,충청북도 단양군 단양읍 도전리 495,36.9797131,128.369729,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00002,도전 제2,어린이공원,충청북도 단양군 단양읍 삼봉로 187-18,충청북도 단양군 단양읍 도전리 10,36.97780846,128.3641168,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00003,도전 제3,어린이공원,충청북도 단양군 단양읍 별곡12길 5,충청북도 단양군 단양읍 별곡리 639,36.9876179,128.370169,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00004,상진 제2,어린이공원,충청북도 단양군 단양읍 상진7길 6,충청북도 단양군 단양읍 상진리 583,36.97999747,128.3531587,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00006,상진 제3,어린이공원,충청북도 단양군 단양읍 상진 2로 18,충청북도 단양군 단양읍 상진리 806,36.9779218,128.3579169,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00007,별곡 제3,어린이공원,nan,충청북도 단양군 단양읍 별곡리 309-1,36.986597,128.3691294,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00008,평동 제1,어린이공원,nan,충청북도 단양군 매포읍 평동리 101-3,37.02827509,128.306257,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00009,평동 제2,어린이공원,nan,충청북도 단양군 매포읍 평동리 164-5,37.033551,128.304694,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00010,평동 제3,어린이공원,충청북도 단양군 매포읍 평동16길 4-1,충청북도 단양군 매포읍 평동리 272-13,37.03310711,128.3012617,충청북도 단양군청,043-420-2823,충청북도 단양군
43800-00011,평동 제4,어린이공원,충청북도 단양군 매포읍 평동 20길 10,충청북도 단양군 매포읍 평동리 1103,37.0355236,128.2982318,충청북도 단양군청,043-420-2823,충청북도 단양군
51750-00002,삼거리소공원,소공원,강원특별자치도 영월군 산솔면 영월로 3836,강원특별자치도 영월군 산솔면 연상리 434-4,37.198445,128.617359,강원특별자치도 영월군청,033-370-2431,강원특별자치도 영월군
51750-00003,누비어린이공원,어린이공원,강원특별자치도 영월군 영월읍 중리1길 108,강원특별자치도 영월군 영월읍 덕포리 505-12,37.1816185104,128.4821570012,강원특별자치도 영월군청,033-370-2431,강원특별자치도 영월군
51750-00004,옥수정어린이공원,어린이공원,강원특별자치도 영월군 상동읍 구래로 39,강원특별자치도 영월군 상동읍 구래리 산1-37,37.1316695368,128.8341708559,강원특별자치도 영월군청,033-370-2431,강원특별자치도 영월군
51750-00005,별빛폭포어린이공원,어린이공원,강원특별자치도 영월군 영월읍 영월로 1909-9,강원특별자치도 영월군 영월읍 하송리 217-4,37.182338747,128.4607741415,강원특별자치도 영월군청,033-370-2431,강원특별자치도 영월군
